timestamp,returns,selected_window,position,cumulative_returns
2018-02-25,0.0,0,0,1.0
2018-02-26,0.0,0,0,1.0
2018-02-27,0.0,0,0,1.0
2018-02-28,0.0,0,0,1.0
2018-03-01,0.0,0,0,1.0
2018-03-02,0.0,0,0,1.0
2018-03-03,0.0,0,0,1.0
2018-03-04,0.0,0,0,1.0
2018-03-05,0.0,0,0,1.0
2018-03-06,0.0,0,0,1.0
2018-03-07,0.0,0,0,1.0
2018-03-08,0.0,0,0,1.0
2018-03-09,0.0,0,0,1.0
2018-03-10,0.0,0,0,1.0
2018-03-11,0.0,0,0,1.0
2018-03-12,0.0,0,0,1.0
2018-03-13,0.0,0,0,1.0
2018-03-14,0.0,0,0,1.0
2018-03-15,0.0,0,0,1.0
2018-03-16,0.0,0,0,1.0
2018-03-17,0.0,0,0,1.0
2018-03-18,0.0,0,0,1.0
2018-03-19,0.0,0,0,1.0
2018-03-20,0.0,0,0,1.0
2018-03-21,0.0,0,0,1.0
2018-03-22,0.0,0,0,1.0
2018-03-23,0.0,0,0,1.0
2018-03-24,0.0,0,0,1.0
2018-03-25,0.0,0,0,1.0
2018-03-26,0.0,0,0,1.0
2018-03-27,0.0,0,0,1.0
2018-03-28,0.0,0,0,1.0
2018-03-29,0.0,0,0,1.0
2018-03-30,0.0,0,0,1.0
2018-03-31,0.0,0,0,1.0
2018-04-01,0.0,0,0,1.0
2018-04-02,0.0,0,0,1.0
2018-04-03,0.0,0,0,1.0
2018-04-04,0.0,0,0,1.0
2018-04-05,0.0,0,0,1.0
2018-04-06,0.0,0,0,1.0
2018-04-07,0.0,0,0,1.0
2018-04-08,0.0,0,0,1.0
2018-04-09,0.0,0,0,1.0
2018-04-10,0.0,0,0,1.0
2018-04-11,0.0,0,0,1.0
2018-04-12,0.0,0,0,1.0
2018-04-13,0.0,0,0,1.0
2018-04-14,0.0,0,0,1.0
2018-04-15,0.0,0,0,1.0
2018-04-16,0.0,0,0,1.0
2018-04-17,0.0,0,0,1.0
2018-04-18,0.0,0,0,1.0
2018-04-19,0.0,0,0,1.0
2018-04-20,0.0,0,0,1.0
2018-04-21,0.0,0,0,1.0
2018-04-22,0.0,0,0,1.0
2018-04-23,0.0,0,0,1.0
2018-04-24,0.0,0,0,1.0
2018-04-25,0.0,0,0,1.0
2018-04-26,0.0,0,0,1.0
2018-04-27,0.0,0,0,1.0
2018-04-28,0.0,0,0,1.0
2018-04-29,0.0,0,0,1.0
2018-04-30,0.0,0,0,1.0
2018-05-01,0.0,0,0,1.0
2018-05-02,0.0,0,0,1.0
2018-05-03,0.0,0,0,1.0
2018-05-04,0.0,0,0,1.0
2018-05-05,0.0,0,0,1.0
2018-05-06,0.0,0,0,1.0
2018-05-07,0.0,0,0,1.0
2018-05-08,0.0,0,0,1.0
2018-05-09,0.0,0,0,1.0
2018-05-10,0.0,0,0,1.0
2018-05-11,0.0,0,0,1.0
2018-05-12,0.0,0,0,1.0
2018-05-13,0.0,0,0,1.0
2018-05-14,0.0,0,0,1.0
2018-05-15,0.0,0,0,1.0
2018-05-16,0.0,0,0,1.0
2018-05-17,0.0,0,0,1.0
2018-05-18,0.0,0,0,1.0
2018-05-19,0.0,0,0,1.0
2018-05-20,0.0,0,0,1.0
2018-05-21,0.0,0,0,1.0
2018-05-22,0.0,0,0,1.0
2018-05-23,0.0,0,0,1.0
2018-05-24,0.0,0,0,1.0
2018-05-25,0.0,0,0,1.0
2018-05-26,0.0,0,0,1.0
2018-05-27,0.0,0,0,1.0
2018-05-28,0.0,0,0,1.0
2018-05-29,0.0,0,0,1.0
2018-05-30,0.0,0,0,1.0
2018-05-31,0.0,0,0,1.0
2018-06-01,0.0,0,0,1.0
2018-06-02,0.0,0,0,1.0
2018-06-03,0.0,0,0,1.0
2018-06-04,0.0,0,0,1.0
2018-06-05,0.0,0,0,1.0
2018-06-06,0.0,0,0,1.0
2018-06-07,0.0,0,0,1.0
2018-06-08,0.0,0,0,1.0
2018-06-09,0.0,0,0,1.0
2018-06-10,0.0,0,0,1.0
2018-06-11,0.0,0,0,1.0
2018-06-12,0.0,0,0,1.0
2018-06-13,0.0,0,0,1.0
2018-06-14,0.0,0,0,1.0
2018-06-15,0.0,0,0,1.0
2018-06-16,0.0,0,0,1.0
2018-06-17,0.0,0,0,1.0
2018-06-18,0.0,0,0,1.0
2018-06-19,0.0,0,0,1.0
2018-06-20,0.0,0,0,1.0
2018-06-21,0.0,0,0,1.0
2018-06-22,0.0,0,0,1.0
2018-06-23,0.0,0,0,1.0
2018-06-24,0.0,0,0,1.0
2018-06-25,0.0,0,0,1.0
2018-06-26,0.0,0,0,1.0
2018-06-27,0.0,0,0,1.0
2018-06-28,0.0,0,0,1.0
2018-06-29,0.0,0,0,1.0
2018-06-30,0.0,0,0,1.0
2018-07-01,0.0,0,0,1.0
2018-07-02,0.0,0,0,1.0
2018-07-03,0.0,0,0,1.0
2018-07-04,0.0,0,0,1.0
2018-07-05,0.0,0,0,1.0
2018-07-06,0.0,0,0,1.0
2018-07-07,0.0,0,0,1.0
2018-07-08,0.0,0,0,1.0
2018-07-09,0.0,0,0,1.0
2018-07-10,0.0,0,0,1.0
2018-07-11,0.0,0,0,1.0
2018-07-12,0.0,0,0,1.0
2018-07-13,0.0,0,0,1.0
2018-07-14,0.0,0,0,1.0
2018-07-15,0.0,0,0,1.0
2018-07-16,0.0,0,0,1.0
2018-07-17,0.0,0,0,1.0
2018-07-18,0.0,0,0,1.0
2018-07-19,0.0,0,0,1.0
2018-07-20,0.0,0,0,1.0
2018-07-21,0.0,0,0,1.0
2018-07-22,0.0,0,0,1.0
2018-07-23,0.0,0,0,1.0
2018-07-24,0.0,0,0,1.0
2018-07-25,0.0,0,0,1.0
2018-07-26,0.0,0,0,1.0
2018-07-27,0.0,0,0,1.0
2018-07-28,0.0,0,0,1.0
2018-07-29,0.0,0,0,1.0
2018-07-30,0.0,0,0,1.0
2018-07-31,0.0,0,0,1.0
2018-08-01,0.0,0,0,1.0
2018-08-02,0.0,0,0,1.0
2018-08-03,0.0,0,0,1.0
2018-08-04,0.0,0,0,1.0
2018-08-05,0.0,0,0,1.0
2018-08-06,0.0,0,0,1.0
2018-08-07,0.0,0,0,1.0
2018-08-08,0.0,0,0,1.0
2018-08-09,0.0,0,0,1.0
2018-08-10,0.0,0,0,1.0
2018-08-11,0.0,0,0,1.0
2018-08-12,0.0,0,0,1.0
2018-08-13,0.0,0,0,1.0
2018-08-14,0.0,0,0,1.0
2018-08-15,0.0,0,0,1.0
2018-08-16,0.0,0,0,1.0
2018-08-17,0.0,0,0,1.0
2018-08-18,0.0,0,0,1.0
2018-08-19,0.0,0,0,1.0
2018-08-20,0.0,0,0,1.0
2018-08-21,0.0,0,0,1.0
2018-08-22,0.0,0,0,1.0
2018-08-23,0.0,0,0,1.0
2018-08-24,0.0,0,0,1.0
2018-08-25,0.0,0,0,1.0
2018-08-26,0.0,0,0,1.0
2018-08-27,0.0,0,0,1.0
2018-08-28,0.0,0,0,1.0
2018-08-29,0.0,0,0,1.0
2018-08-30,0.0,0,0,1.0
2018-08-31,0.0,0,0,1.0
2018-09-01,0.0,0,0,1.0
2018-09-02,0.0,0,0,1.0
2018-09-03,0.0,0,0,1.0
2018-09-04,0.0,0,0,1.0
2018-09-05,0.0,0,0,1.0
2018-09-06,0.0,0,0,1.0
2018-09-07,0.0,0,0,1.0
2018-09-08,0.0,0,0,1.0
2018-09-09,0.0,0,0,1.0
2018-09-10,0.0,12,0,1.0
2018-09-11,0.0,12,0,1.0
2018-09-12,0.0,12,0,1.0
2018-09-13,0.0,12,0,1.0
2018-09-14,0.0,12,0,1.0
2018-09-15,0.0,12,0,1.0
2018-09-16,0.0,12,0,1.0
2018-09-17,0.0,12,0,1.0
2018-09-18,-0.002,12,1,0.998
2018-09-19,0.016438356164383494,12,1,1.0144054794520547
2018-09-20,0.3638814016172507,12,1,1.3835287671232877
2018-09-21,0.24110671936758887,12,1,1.7171068493150683
2018-09-22,0.02070063694267521,12,1,1.7526520547945204
2018-09-23,-0.0015600624024960652,12,1,1.749917808219178
2018-09-24,-0.1328125,12,1,1.5175068493150683
2018-09-25,0.072072072072072,12,1,1.6268767123287668
2018-09-26,-0.026890756302521024,12,1,1.5831287671232874
2018-09-27,0.04490500863557867,12,1,1.6542191780821918
2018-09-28,-0.0033057851239669533,12,1,1.6487506849315068
2018-09-29,0.05140961857379778,12,1,1.7335123287671235
2018-09-30,0.02681388012618302,12,1,1.7799945205479455
2018-10-01,-0.010752688172043001,12,1,1.7608547945205482
2018-10-02,-0.09361490683229812,12,0,1.5960125369863016
2018-10-03,0.0,12,0,1.5960125369863016
2018-10-04,0.0,12,0,1.5960125369863016
2018-10-05,0.0,12,0,1.5960125369863016
2018-10-06,0.0,12,0,1.5960125369863016
2018-10-07,0.0,12,0,1.5960125369863016
2018-10-08,0.0,12,0,1.5960125369863016
2018-10-09,0.0,12,0,1.5960125369863016
2018-10-10,0.0,12,0,1.5960125369863016
2018-10-11,0.0,12,0,1.5960125369863016
2018-10-12,0.0,12,0,1.5960125369863016
2018-10-13,0.0,12,0,1.5960125369863016
2018-10-14,0.0,12,0,1.5960125369863016
2018-10-15,0.0,12,0,1.5960125369863016
2018-10-16,-0.002,12,1,1.592820511912329
2018-10-17,0.0,12,1,1.592820511912329
2018-10-18,-0.011406844106463865,12,1,1.5746514566433671
2018-10-19,-0.009615384615384581,12,1,1.5595105772525657
2018-10-20,0.007766990291262044,12,1,1.5716232807652069
2018-10-21,-0.005780346820809301,12,1,1.5625387531307258
2018-10-22,-0.007751937984496138,12,1,1.5504260496180844
2018-10-23,0.017578125,12,1,1.5776796325215272
2018-10-24,-0.01151631477927062,12,1,1.5595105772525653
2018-10-25,0.001941747572815622,12,1,1.5625387531307258
2018-10-26,-6.201550387596559e-05,12,0,1.5624418515026246
2018-10-27,0.0,12,0,1.5624418515026246
2018-10-28,-0.002,12,1,1.5593169677996193
2018-10-29,-0.04254054054054057,12,0,1.4929827811153868
2018-10-30,0.0,12,0,1.4929827811153868
2018-10-31,0.0,12,0,1.4929827811153868
2018-11-01,-0.002,12,1,1.489996815553156
2018-11-02,0.0019379844961240345,12,1,1.4928844062809723
2018-11-03,-0.011671179883945835,12,0,1.4754606838293294
2018-11-04,-0.002,12,1,1.4725097624616708
2018-11-05,0.0650095602294456,12,1,1.5682369745528695
2018-11-06,0.10412926391382404,12,1,1.731536336355502
2018-11-07,-0.026016260162601612,12,1,1.6864882365478793
2018-11-08,-0.06677796327212016,12,1,1.5738679870288224
2018-11-09,0.017889087656529412,12,1,1.6020230494085865
2018-11-10,0.007029876977152849,12,1,1.613285074360492
2018-11-11,0.0,12,1,1.613285074360492
2018-11-12,0.029668411867364686,17,1,1.6611486804060913
2018-11-13,-0.015254237288135575,17,1,1.6358091242643036
2018-11-14,-0.04475043029259895,17,1,1.5626059620769166
2018-11-15,0.0,17,1,1.5626059620769166
2018-11-16,-0.020018018018018058,17,0,1.5313256877729984
2018-11-17,-0.002,17,1,1.5282630363974523
2018-11-18,0.03539823008849563,17,1,1.5823608429955922
2018-11-19,-0.058410256410256434,17,0,1.4899347404226702
2018-11-20,0.0,17,0,1.4899347404226702
2018-11-21,0.0,17,0,1.4899347404226702
2018-11-22,0.0,17,0,1.4899347404226702
2018-11-23,0.0,17,0,1.4899347404226702
2018-11-24,0.0,17,0,1.4899347404226702
2018-11-25,0.0,17,0,1.4899347404226702
2018-11-26,0.0,17,0,1.4899347404226702
2018-11-27,0.0,17,0,1.4899347404226702
2018-11-28,0.0,17,0,1.4899347404226702
2018-11-29,0.0,17,0,1.4899347404226702
2018-11-30,0.0,17,0,1.4899347404226702
2018-12-01,0.0,17,0,1.4899347404226702
2018-12-02,0.0,17,0,1.4899347404226702
2018-12-03,0.0,17,0,1.4899347404226702
2018-12-04,0.0,17,0,1.4899347404226702
2018-12-05,0.0,17,0,1.4899347404226702
2018-12-06,0.0,17,0,1.4899347404226702
2018-12-07,0.0,17,0,1.4899347404226702
2018-12-08,0.0,17,0,1.4899347404226702
2018-12-09,0.0,17,0,1.4899347404226702
2018-12-10,0.0,17,0,1.4899347404226702
2018-12-11,0.0,17,0,1.4899347404226702
2018-12-12,0.0,17,0,1.4899347404226702
2018-12-13,0.0,17,0,1.4899347404226702
2018-12-14,0.0,17,0,1.4899347404226702
2018-12-15,0.0,17,0,1.4899347404226702
2018-12-16,0.0,17,0,1.4899347404226702
2018-12-17,-0.002,17,1,1.4869548709418248
2018-12-18,0.0712328767123287,17,1,1.5928749439404204
2018-12-19,-0.007672634271099765,17,1,1.580653397055967
2018-12-20,0.07731958762886593,17,1,1.7028688659005005
2018-12-21,-0.0430622009569378,17,1,1.6295395845937803
2018-12-22,0.010000000000000009,17,1,1.645834980439718
2018-12-23,0.024752475247524774,17,1,1.6865734700545627
2018-12-24,0.09661835748792269,17,1,1.8495274285139407
2018-12-25,-0.06167400881057272,17,1,1.735459657592376
2018-12-26,-0.0046948356807511304,17,1,1.727311959669407
2018-12-27,-0.089622641509434,17,1,1.572505699132998
2018-12-28,0.0854922279792747,17,1,1.706942714861985
2018-12-29,-0.03818615751789978,17,1,1.6417611314782337
2018-12-30,0.01985111662531014,17,1,1.6743519231701092
2018-12-31,-0.03849635036496346,17,0,1.6098954849015024
2019-01-01,-0.002,17,1,1.6066756939316993
2019-01-02,0.02211302211302213,17,1,1.642204149080066
2019-01-03,-0.03805769230769229,17,0,1.5797056488679613
2019-01-04,0.0,17,0,1.5797056488679613
2019-01-05,0.0,17,0,1.5797056488679613
2019-01-06,0.0,17,0,1.5797056488679613
2019-01-07,0.0,17,0,1.5797056488679613
2019-01-08,0.0,17,0,1.5797056488679613
2019-01-09,0.0,17,0,1.5797056488679613
2019-01-10,0.0,17,0,1.5797056488679613
2019-01-11,0.0,17,0,1.5797056488679613
2019-01-12,0.0,17,0,1.5797056488679613
2019-01-13,0.0,17,0,1.5797056488679613
2019-01-14,0.0,19,0,1.5797056488679613
2019-01-15,0.0,19,0,1.5797056488679613
2019-01-16,0.0,19,0,1.5797056488679613
2019-01-17,0.0,19,0,1.5797056488679613
2019-01-18,0.0,19,0,1.5797056488679613
2019-01-19,0.0,19,0,1.5797056488679613
2019-01-20,0.0,19,0,1.5797056488679613
2019-01-21,0.0,19,0,1.5797056488679613
2019-01-22,0.0,19,0,1.5797056488679613
2019-01-23,0.0,19,0,1.5797056488679613
2019-01-24,0.0,19,0,1.5797056488679613
2019-01-25,0.0,19,0,1.5797056488679613
2019-01-26,0.0,19,0,1.5797056488679613
2019-01-27,0.0,19,0,1.5797056488679613
2019-01-28,0.0,19,0,1.5797056488679613
2019-01-29,0.0,19,0,1.5797056488679613
2019-01-30,0.0,19,0,1.5797056488679613
2019-01-31,0.0,19,0,1.5797056488679613
2019-02-01,0.0,19,0,1.5797056488679613
2019-02-02,0.0,19,0,1.5797056488679613
2019-02-03,0.0,19,0,1.5797056488679613
2019-02-04,0.0,19,0,1.5797056488679613
2019-02-05,0.0,19,0,1.5797056488679613
2019-02-06,0.0,19,0,1.5797056488679613
2019-02-07,0.0,19,0,1.5797056488679613
2019-02-08,-0.002,19,1,1.5765462375702253
2019-02-09,-0.0029239766081871066,19,1,1.5719364532498445
2019-02-10,-0.010797653958944274,19,0,1.5549632273822025
2019-02-11,0.0,19,0,1.5549632273822025
2019-02-12,0.0,19,0,1.5549632273822025
2019-02-13,0.0,19,0,1.5549632273822025
2019-02-14,-0.002,19,1,1.551853300927438
2019-02-15,-0.0049850746268657025,19,0,1.5441171964123668
2019-02-16,0.0,19,0,1.5441171964123668
2019-02-17,0.0,19,0,1.5441171964123668
2019-02-18,-0.002,19,1,1.541028962019542
2019-02-19,0.005730659025787954,19,1,1.54986007354974
2019-02-20,0.02564102564102555,19,1,1.5896000754356308
2019-02-21,-0.022222222222222254,19,1,1.554275629314839
2019-02-22,0.0,19,1,1.554275629314839
2019-02-23,0.02556818181818188,19,1,1.5940156312007299
2019-02-24,-0.08233240997229918,19,0,1.4627764827504581
2019-02-25,-0.002,19,1,1.4598509297849571
2019-02-26,-0.030303030303030276,19,1,1.4156130228217767
2019-02-27,-0.014204545454545414,19,1,1.3955048832930583
2019-02-28,0.008645533141210304,19,1,1.4075697670102894
2019-03-01,0.0028571428571428914,19,1,1.411591394916033
2019-03-02,-0.005698005698005715,19,1,1.4035481391045457
2019-03-03,-0.010595988538681931,19,0,1.3886761591091055
2019-03-04,0.0,19,0,1.3886761591091055
2019-03-05,0.0,19,0,1.3886761591091055
2019-03-06,-0.002,19,1,1.3858988067908873
2019-03-07,-0.007730659025787954,19,0,1.3751848956713406
2019-03-08,0.0,19,0,1.3751848956713406
2019-03-09,0.0,19,0,1.3751848956713406
2019-03-10,0.0,19,0,1.3751848956713406
2019-03-11,0.0,19,0,1.3751848956713406
2019-03-12,0.0,19,0,1.3751848956713406
2019-03-13,-0.002,19,1,1.372434525879998
2019-03-14,-0.005714285714285672,19,1,1.3645920428749694
2019-03-15,0.005747126436781658,19,1,1.372434525879998
2019-03-16,0.008571428571428674,19,1,1.384198250387541
2019-03-17,-0.008498583569405138,19,1,1.3724345258799981
2019-03-18,0.0028571428571428914,19,1,1.3763557673825124
2019-03-19,0.002849002849002913,19,1,1.3802770088850267
2019-03-20,0.011363636363636465,19,1,1.395961974895084
2019-03-21,-0.016853932584269704,19,1,1.3724345258799984
2019-03-22,0.0,19,1,1.3724345258799984
2019-03-23,0.0028571428571428914,19,1,1.3763557673825126
2019-03-24,-0.002849002849002802,19,1,1.3724345258799984
2019-03-25,-0.016285714285714237,19,0,1.350083449315667
2019-03-26,0.0,19,0,1.350083449315667
2019-03-27,0.0,19,0,1.350083449315667
2019-03-28,0.0,19,0,1.350083449315667
2019-03-29,0.0,19,0,1.350083449315667
2019-03-30,-0.002,19,1,1.3473832824170358
2019-03-31,-0.005681818181818232,19,1,1.3397276955851207
2019-04-01,0.014285714285714235,19,1,1.3588666626649082
2019-04-02,0.09859154929577474,19,1,1.4928394322234204
2019-04-03,-0.00512820512820511,19,1,1.4851838453915054
2019-04-04,-0.03350515463917525,19,1,1.435422530984058
2019-04-05,0.09866666666666668,19,1,1.577050887374485
2019-04-06,-0.016990291262135915,19,1,1.5502563334627826
2019-04-07,0.01975308641975304,19,1,1.5808786807904425
2019-04-08,0.002421307506053294,19,1,1.5847064742064
2019-04-09,-0.021739130434782594,19,1,1.5502563334627828
2019-04-10,0.014814814814814836,19,1,1.5732230939585277
2019-04-11,-0.07055961070559613,19,1,1.4622170848957605
2019-04-12,-0.01308900523560208,19,1,1.443078117815973
2019-04-13,0.0006525198938991412,19,0,1.4440197549962985
2019-04-14,-0.002,19,1,1.441131715486306
2019-04-15,-0.028246719160105016,19,0,1.4004244726462438
2019-04-16,0.0,19,0,1.4004244726462438
2019-04-17,-0.002,19,1,1.3976236237009514
2019-04-18,0.0005906735751295428,19,0,1.3984491630434484
2019-04-19,0.0,19,0,1.3984491630434484
2019-04-20,0.0,19,0,1.3984491630434484
2019-04-21,0.0,19,0,1.3984491630434484
2019-04-22,0.0,19,0,1.3984491630434484
2019-04-23,0.0,19,0,1.3984491630434484
2019-04-24,0.0,19,0,1.3984491630434484
2019-04-25,0.0,19,0,1.3984491630434484
2019-04-26,0.0,19,0,1.3984491630434484
2019-04-27,0.0,19,0,1.3984491630434484
2019-04-28,0.0,19,0,1.3984491630434484
2019-04-29,0.0,19,0,1.3984491630434484
2019-04-30,0.0,19,0,1.3984491630434484
2019-05-01,0.0,19,0,1.3984491630434484
2019-05-02,0.0,19,0,1.3984491630434484
2019-05-03,0.0,19,0,1.3984491630434484
2019-05-04,0.0,19,0,1.3984491630434484
2019-05-05,0.0,19,0,1.3984491630434484
2019-05-06,0.0,19,0,1.3984491630434484
2019-05-07,0.0,19,0,1.3984491630434484
2019-05-08,0.0,19,0,1.3984491630434484
2019-05-09,0.0,19,0,1.3984491630434484
2019-05-10,-0.002,19,1,1.3956522647173615
2019-05-11,0.06837606837606836,19,1,1.4910814793988905
2019-05-12,-0.03200000000000003,19,1,1.4433668720581259
2019-05-13,0.052341597796143224,19,1,1.5189150003476697
2019-05-14,0.2670157068062826,19,1,1.9244891627441678
2019-05-15,0.11157024793388426,19,1,2.139204895777608
2019-05-16,-0.06319702602230481,19,1,2.0040135083121084
2019-05-17,-0.0714285714285714,19,1,1.860869686289815
2019-05-18,-0.03632478632478631,19,1,1.7932739925570653
2019-05-19,0.1019955654101996,19,1,1.9761799873633292
2019-05-20,-0.03621730382293764,10,1,1.9046080763521824
2019-05-21,-0.008350730688935326,10,1,1.888703207238594
2019-05-22,-0.0483157894736842,10,0,1.797449020699382
2019-05-23,0.0,10,0,1.797449020699382
2019-05-24,0.0,10,0,1.797449020699382
2019-05-25,0.0,10,0,1.797449020699382
2019-05-26,-0.002,10,1,1.7938541226579834
2019-05-27,0.05991735537190079,10,1,1.901337117610631
2019-05-28,0.03508771929824572,10,1,1.9680507006846886
2019-05-29,-0.005649717514124242,10,1,1.9569317701723459
2019-05-30,-0.03409090909090906,10,1,1.8902181870982886
2019-05-31,0.04117647058823537,10,1,1.9680507006846888
2019-06-01,-0.02259887005649719,10,1,1.9235749786353173
2019-06-02,0.028901734104046284,10,1,1.9791696311970317
2019-06-03,-0.0393258426966292,10,1,1.9013371176106315
2019-06-04,-0.044884990253411305,10,0,1.8159956196182292
2019-06-05,0.0,10,0,1.8159956196182292
2019-06-06,0.0,10,0,1.8159956196182292
2019-06-07,0.0,10,0,1.8159956196182292
2019-06-08,0.0,10,0,1.8159956196182292
2019-06-09,0.0,10,0,1.8159956196182292
2019-06-10,0.0,10,0,1.8159956196182292
2019-06-11,0.0,10,0,1.8159956196182292
2019-06-12,0.0,10,0,1.8159956196182292
2019-06-13,0.0,10,0,1.8159956196182292
2019-06-14,0.0,10,0,1.8159956196182292
2019-06-15,0.0,10,0,1.8159956196182292
2019-06-16,-0.002,10,1,1.8123636283789928
2019-06-17,0.03913894324853229,10,1,1.8832976255758223
2019-06-18,-0.03578154425612057,10,1,1.8159103282388342
2019-06-19,0.013671875,10,1,1.8407372272577245
2019-06-20,-0.013487475915221592,10,1,1.8159103282388342
2019-06-21,0.0234375,10,1,1.858470726556932
2019-06-22,0.0515267175572518,10,1,1.9542316227726515
2019-06-23,-0.007259528130671544,10,1,1.9400448233332854
2019-06-24,0.009140767824497242,10,1,1.9577783226324927
2019-06-25,0.0018115942028984477,10,1,1.961325022492334
2019-06-26,0.02350813743218816,10,1,2.0074321206702734
2019-06-27,-0.1044734982332155,10,0,1.7977086645581275
2019-06-28,0.0,10,0,1.7977086645581275
2019-06-29,0.0,10,0,1.7977086645581275
2019-06-30,0.0,10,0,1.7977086645581275
2019-07-01,0.0,10,0,1.7977086645581275
2019-07-02,0.0,10,0,1.7977086645581275
2019-07-03,0.0,10,0,1.7977086645581275
2019-07-04,0.0,10,0,1.7977086645581275
2019-07-05,0.0,10,0,1.7977086645581275
2019-07-06,0.0,10,0,1.7977086645581275
2019-07-07,0.0,10,0,1.7977086645581275
2019-07-08,0.0,10,0,1.7977086645581275
2019-07-09,0.0,10,0,1.7977086645581275
2019-07-10,0.0,10,0,1.7977086645581275
2019-07-11,0.0,10,0,1.7977086645581275
2019-07-12,0.0,10,0,1.7977086645581275
2019-07-13,0.0,10,0,1.7977086645581275
2019-07-14,0.0,10,0,1.7977086645581275
2019-07-15,0.0,10,0,1.7977086645581275
2019-07-16,0.0,10,0,1.7977086645581275
2019-07-17,0.0,10,0,1.7977086645581275
2019-07-18,0.0,10,0,1.7977086645581275
2019-07-19,0.0,10,0,1.7977086645581275
2019-07-20,-0.002,10,1,1.7941132472290113
2019-07-21,-0.012594458438287104,10,1,1.7715173625032052
2019-07-22,0.0,17,0,1.7715173625032052
2019-07-23,0.0,17,0,1.7715173625032052
2019-07-24,0.0,17,0,1.7715173625032052
2019-07-25,0.0,17,0,1.7715173625032052
2019-07-26,0.0,17,0,1.7715173625032052
2019-07-27,0.0,17,0,1.7715173625032052
2019-07-28,0.0,17,0,1.7715173625032052
2019-07-29,0.0,17,0,1.7715173625032052
2019-07-30,-0.002,17,1,1.7679743277781987
2019-07-31,0.007957559681697646,17,1,1.782043089007203
2019-08-01,-0.017789473684210577,17,0,1.75034148037118
2019-08-02,0.0,17,0,1.75034148037118
2019-08-03,0.0,17,0,1.75034148037118
2019-08-04,0.0,17,0,1.75034148037118
2019-08-05,-0.002,17,1,1.7468407974104376
2019-08-06,-0.033088082901554405,17,0,1.6890411842899036
2019-08-07,0.0,17,0,1.6890411842899036
2019-08-08,0.0,17,0,1.6890411842899036
2019-08-09,0.0,17,0,1.6890411842899036
2019-08-10,0.0,17,0,1.6890411842899036
2019-08-11,0.0,17,0,1.6890411842899036
2019-08-12,0.0,17,0,1.6890411842899036
2019-08-13,0.0,17,0,1.6890411842899036
2019-08-14,0.0,17,0,1.6890411842899036
2019-08-15,0.0,17,0,1.6890411842899036
2019-08-16,0.0,17,0,1.6890411842899036
2019-08-17,0.0,17,0,1.6890411842899036
2019-08-18,0.0,17,0,1.6890411842899036
2019-08-19,0.0,17,0,1.6890411842899036
2019-08-20,0.0,17,0,1.6890411842899036
2019-08-21,0.0,17,0,1.6890411842899036
2019-08-22,0.0,17,0,1.6890411842899036
2019-08-23,0.0,17,0,1.6890411842899036
2019-08-24,0.0,17,0,1.6890411842899036
2019-08-25,0.0,17,0,1.6890411842899036
2019-08-26,0.0,17,0,1.6890411842899036
2019-08-27,0.0,17,0,1.6890411842899036
2019-08-28,0.0,17,0,1.6890411842899036
2019-08-29,0.0,17,0,1.6890411842899036
